,Order ID,Amount,Profit,Quantity,Category,Sub-Category,Payment Mode,Order Date,Customer Name,State,year,Month,Quarter,Year
379,OD1379,2947.297942934425,-70.60824023597108,2,Clothing,Jeans,COD,2026-01-21 14:44:14,Customer_44,Maharashtra,,1,1,2026
380,OD1380,7170.277571984792,2056.586703824262,5,Clothing,Jeans,COD,2026-01-07 10:49:00,Customer_37,Uttar Pradesh,,1,1,2026
381,OD1381,741.5285105499673,157.60412574530105,1,Clothing,T-shirts,Credit Card,2026-01-26 10:42:15,Customer_33,Uttar Pradesh,,1,1,2026
382,OD1382,467.7774539462016,-45.086548573227056,4,Electronics,Laptops,Credit Card,2025-12-15 18:00:44,Customer_37,Delhi,,12,4,2025
383,OD1383,2054.531094853244,58.89928892934125,5,Clothing,Jeans,Debit Card,2026-01-14 23:14:20,Customer_37,Karnataka,,1,1,2026
384,OD1384,422.5130073101108,39.02163607980387,3,Furniture,Chairs,COD,2026-01-08 02:30:53,Customer_11,Gujarat,,1,1,2026
385,OD1385,4310.357370761566,421.85500275890865,3,Electronics,Laptops,COD,2026-01-25 03:23:13,Customer_33,Maharashtra,,1,1,2026
386,OD1386,542.3522993467752,42.165797629789736,3,Clothing,Shirts,COD,2026-01-19 16:04:46,Customer_26,Tamil Nadu,,1,1,2026
387,OD1387,2045.536362810809,488.6963659206873,3,Electronics,Phones,UPI,2026-02-02 08:17:09,Customer_49,Gujarat,,2,1,2026
388,OD1388,1227.5816884446376,,3,Clothing,T-shirts,COD,2025-12-17 10:41:06,Customer_1,Delhi,,12,4,2025
389,OD1389,3519.664541418523,660.5141814125473,5,Electronics,Phones,Debit Card,2025-12-14 05:52:21,Customer_31,Delhi,,12,4,2025
390,OD1390,2971.3527412021167,765.532548569936,5,Clothing,Jeans,UPI,2026-01-12 18:43:50,Customer_7,Tamil Nadu,,1,1,2026
391,OD1391,5009.7006519696115,1280.253897826468,4,Electronics,Laptops,COD,2026-01-19 05:53:25,Customer_33,Maharashtra,,1,1,2026
392,OD1392,3961.8378251678223,181.22117890929172,4,Clothing,Jeans,,2026-01-31 23:32:03,Customer_32,Maharashtra,,1,1,2026
393,OD1393,3810.468897224167,125.27455012709318,3,Clothing,Jeans,Credit Card,2025-12-30 13:37:45,Customer_5,Gujarat,,12,4,2025
394,OD1394,748.6111145819156,-61.26535099980981,1,Clothing,T-shirts,Debit Card,2026-01-05 10:45:23,Customer_49,Tamil Nadu,,1,1,2026
395,OD1395,5858.827253611026,-585.8554589523714,5,Clothing,T-shirts,UPI,2025-12-31 16:17:40,Customer_17,Tamil Nadu,,12,4,2025
396,OD1396,2627.597585785192,-20.58285253682683,5,Electronics,Laptops,UPI,2026-01-26 13:37:32,Customer_48,Gujarat,,1,1,2026
397,OD1397,4554.619430968804,1090.2399438362306,4,Furniture,Bookcases,UPI,2026-01-26 06:52:27,Customer_25,Uttar Pradesh,,1,1,2026
398,OD1398,453.9390485248808,,1,Furniture,Chairs,,2026-01-05 09:31:00,Customer_21,Karnataka,,1,1,2026
399,OD1399,5915.207055469865,1193.093145351938,4,Clothing,T-shirts,UPI,2026-01-19 11:54:04,Customer_13,Maharashtra,,1,1,2026
400,OD1400,2186.0983197233068,,2,Clothing,Jeans,COD,2026-02-03 23:29:38,Customer_32,Karnataka,,2,1,2026
401,OD1401,606.3943568034128,169.5984662250167,1,Furniture,Tables,COD,2026-02-10 21:02:57,Customer_23,Tamil Nadu,,2,1,2026
402,OD1402,819.3962498894748,,1,Electronics,Laptops,COD,2026-01-14 21:12:10,Customer_32,Delhi,,1,1,2026
403,OD1403,3674.776055426724,,3,Clothing,Jeans,,2026-01-29 14:52:14,Customer_35,Maharashtra,,1,1,2026
404,OD1404,517.9602579773257,-22.34056929713202,3,Electronics,Laptops,UPI,2026-01-26 18:25:31,Customer_34,Gujarat,,1,1,2026
405,OD1405,1081.6378062263636,206.40105163164955,1,Electronics,Accessories,COD,2026-01-07 01:51:58,Customer_33,Maharashtra,,1,1,2026
406,OD1406,656.4989434084548,140.80737766361037,2,Electronics,Accessories,Credit Card,2025-12-23 19:51:26,Customer_35,Maharashtra,,12,4,2025
407,OD1407,1096.5438549514165,240.16387739677347,4,Clothing,Jeans,UPI,2026-01-02 04:03:04,Customer_39,Gujarat,,1,1,2026
408,OD1408,3266.011368446106,,3,Clothing,Shirts,Debit Card,2026-01-08 10:25:48,Customer_9,Tamil Nadu,,1,1,2026
409,OD1409,7230.5933728815935,1343.1861559093447,5,Clothing,T-shirts,Credit Card,2026-01-14 19:03:34,Customer_14,Karnataka,,1,1,2026
410,OD1410,320.1824914516015,7.657210288050789,1,Clothing,T-shirts,UPI,2026-01-12 08:34:23,Customer_25,Uttar Pradesh,,1,1,2026
411,OD1411,996.2410312389976,25.050744078903076,5,Clothing,Shirts,Debit Card,2025-12-18 00:36:50,Customer_41,Karnataka,,12,4,2025
412,OD1412,4174.511546729239,-330.8954978892255,4,Clothing,T-shirts,Credit Card,2026-01-04 01:47:56,Customer_35,Tamil Nadu,,1,1,2026
413,OD1413,2028.9529339181504,555.9285848787438,3,Clothing,Shirts,COD,2026-01-24 12:56:24,Customer_46,Uttar Pradesh,,1,1,2026
414,OD1414,1794.589988888688,-119.21853534593966,3,Electronics,Laptops,Debit Card,2026-02-08 04:19:47,Customer_49,Tamil Nadu,,2,1,2026
415,OD1415,5899.477407289391,1262.1620962270126,4,Clothing,T-shirts,Debit Card,2025-12-17 05:33:31,Customer_2,Uttar Pradesh,,12,4,2025
416,OD1416,1209.610282872114,13.476401745860205,5,Clothing,Jeans,Debit Card,2026-02-03 06:33:17,Customer_24,Maharashtra,,2,1,2026
417,OD1417,7339.729631361014,-431.21979541895274,5,Electronics,Laptops,COD,2026-02-11 16:23:46,Customer_46,Uttar Pradesh,,2,1,2026
418,OD1418,2172.752398476847,150.11862403877106,2,Electronics,Phones,Credit Card,2025-12-31 17:44:30,Customer_44,Karnataka,,12,4,2025
419,OD1419,1552.511153164892,,2,Clothing,T-shirts,,2025-12-24 07:00:36,Customer_36,Uttar Pradesh,,12,4,2025
420,OD1420,2800.510577286137,-87.25203226130084,3,Furniture,Tables,,2026-01-31 07:08:33,Customer_44,Karnataka,,1,1,2026
421,OD1421,3754.649688042137,561.1681075379493,4,Electronics,Laptops,UPI,2026-01-14 15:56:29,Customer_14,Tamil Nadu,,1,1,2026
422,OD1422,1867.6912207435876,234.32798967564287,3,Furniture,Tables,COD,2025-12-20 17:27:11,Customer_49,Uttar Pradesh,,12,4,2025
423,OD1423,1797.3364542941924,-178.282463216403,4,Electronics,Accessories,COD,2026-01-19 02:48:54,Customer_21,Delhi,,1,1,2026
424,OD1424,7113.153811481558,1384.319965539872,5,Electronics,Laptops,COD,2026-02-02 13:48:44,Customer_3,Uttar Pradesh,,2,1,2026
425,OD1425,170.6845221773711,25.772446053349448,1,Furniture,Tables,Credit Card,2026-01-05 13:19:23,Customer_39,Maharashtra,,1,1,2026
426,OD1426,408.67717086262576,77.76732766145953,1,Electronics,Accessories,UPI,2026-01-07 22:49:24,Customer_23,Uttar Pradesh,,1,1,2026
427,OD1427,223.29583823613763,16.39730942665226,2,Furniture,Chairs,Credit Card,2026-02-02 00:36:47,Customer_21,Maharashtra,,2,1,2026
428,OD1428,2832.658586437015,536.4464105850693,4,Clothing,Jeans,,2026-01-30 21:46:19,Customer_16,Karnataka,,1,1,2026
429,OD1429,2162.4293804120093,-39.767365432464125,2,Electronics,Phones,COD,2026-02-11 08:01:57,Customer_16,Gujarat,,2,1,2026
430,OD1430,400.1690761904304,3.330419627788147,1,Clothing,Jeans,Debit Card,2026-02-02 11:31:26,Customer_36,Delhi,,2,1,2026
431,OD1431,1871.8681565228153,258.17046312882184,2,Clothing,T-shirts,Credit Card,2026-01-03 00:48:35,Customer_1,Delhi,,1,1,2026
432,OD1432,2372.7041670485146,31.608939435277485,3,Furniture,Bookcases,UPI,2026-01-02 14:26:29,Customer_2,Delhi,,1,1,2026
433,OD1433,2490.0859015008964,,3,Furniture,Chairs,COD,2025-12-24 03:55:02,Customer_10,Tamil Nadu,,12,4,2025
434,OD1434,567.0495046406604,,1,Furniture,Bookcases,COD,2026-01-21 19:27:10,Customer_3,Delhi,,1,1,2026
435,OD1435,1964.6922144772425,-1.270284527107701,2,Clothing,Shirts,UPI,2026-01-13 15:17:04,Customer_28,Gujarat,,1,1,2026
436,OD1436,5987.911510825488,405.7160022059676,5,Furniture,Bookcases,,2025-12-19 10:59:22,Customer_5,Delhi,,12,4,2025
437,OD1437,3705.302891244999,233.63099377089236,4,Electronics,Phones,Credit Card,2026-01-08 06:23:13,Customer_3,Maharashtra,,1,1,2026
438,OD1438,1344.5763314415697,362.5122306920296,2,Clothing,Jeans,Credit Card,2026-01-24 09:19:46,Customer_16,Tamil Nadu,,1,1,2026
439,OD1439,4119.628555938222,1040.932273227441,4,Electronics,Laptops,,2026-02-04 02:33:07,Customer_16,Karnataka,,2,1,2026
440,OD1440,533.7296254514565,-0.0091915932287834,1,Clothing,Shirts,UPI,2025-12-20 23:11:19,Customer_2,Maharashtra,,12,4,2025
441,OD1441,2519.955674137028,543.5976292578846,2,Electronics,Phones,UPI,2025-12-25 04:12:38,Customer_42,Tamil Nadu,,12,4,2025
442,OD1442,807.8878147907424,,1,Furniture,Tables,COD,2026-01-01 09:19:35,Customer_17,Tamil Nadu,,1,1,2026
443,OD1443,3781.259360262426,149.57160875557963,3,Electronics,Laptops,UPI,2026-02-02 17:53:44,Customer_18,Delhi,,2,1,2026
444,OD1444,5209.079964357044,1038.3901969801025,4,Clothing,Shirts,COD,2026-02-03 09:48:38,Customer_41,Tamil Nadu,,2,1,2026
445,OD1445,1685.7497002222244,-89.31014242663602,4,Clothing,Shirts,Debit Card,2026-01-04 10:37:17,Customer_24,Tamil Nadu,,1,1,2026
446,OD1446,3283.626759514253,-116.42059133717224,4,Furniture,Chairs,,2026-01-26 16:36:58,Customer_3,Uttar Pradesh,,1,1,2026
447,OD1447,1314.4547351470635,54.8239759202952,3,Clothing,T-shirts,Credit Card,2026-01-21 08:41:28,Customer_29,Maharashtra,,1,1,2026
448,OD1448,1709.8300987640505,341.5491308939319,3,Furniture,Bookcases,,2026-01-09 03:05:50,Customer_24,Tamil Nadu,,1,1,2026
449,OD1449,700.522066802202,,1,Electronics,Accessories,Credit Card,2025-12-25 13:46:21,Customer_44,Delhi,,12,4,2025
450,OD1450,1117.1460625043708,132.5763058149101,2,Electronics,Phones,Credit Card,2026-01-08 11:40:20,Customer_11,Tamil Nadu,,1,1,2026
451,OD1451,2860.4460289602644,-122.60791048721148,5,Electronics,Phones,COD,2026-01-19 14:51:07,Customer_44,Tamil Nadu,,1,1,2026
452,OD1452,1050.4568151089768,219.74998624278112,1,Electronics,Laptops,COD,2025-12-22 12:26:58,Customer_9,Maharashtra,,12,4,2025
453,OD1453,589.9928065213188,52.92353968107603,3,Furniture,Chairs,COD,2026-02-04 05:12:45,Customer_9,Karnataka,,2,1,2026
454,OD1454,4304.742346701599,865.4913398259534,4,Furniture,Chairs,COD,2025-12-30 02:17:10,Customer_18,Maharashtra,,12,4,2025
455,OD1455,844.2083554849904,,1,Clothing,Jeans,,2025-12-22 14:50:45,Customer_22,Tamil Nadu,,12,4,2025
456,OD1456,617.9388547011074,34.06723846048014,3,Clothing,Jeans,UPI,2025-12-24 02:14:10,Customer_44,Delhi,,12,4,2025
457,OD1457,1417.6504420776764,279.60690505550696,4,Furniture,Tables,Credit Card,2026-02-08 03:56:34,Customer_7,Maharashtra,,2,1,2026
458,OD1458,1251.312999706201,,2,Electronics,Phones,Credit Card,2026-02-08 07:59:47,Customer_13,Tamil Nadu,,2,1,2026
459,OD1459,3624.708231842363,-260.97390050959626,5,Clothing,T-shirts,Credit Card,2026-02-08 13:57:26,Customer_7,Karnataka,,2,1,2026
460,OD1460,2999.7357105396595,567.2353268443969,4,Clothing,T-shirts,,2026-01-31 11:12:14,Customer_8,Karnataka,,1,1,2026
461,OD1461,2052.716007519598,,2,Furniture,Bookcases,Debit Card,2025-12-15 17:01:43,Customer_24,Delhi,,12,4,2025
462,OD1462,913.4211307251531,,1,Electronics,Accessories,COD,2026-02-01 15:58:21,Customer_35,Tamil Nadu,,2,1,2026
463,OD1463,2323.805266565894,-218.78323664833655,2,Furniture,Bookcases,Credit Card,2025-12-15 04:40:38,Customer_18,Tamil Nadu,,12,4,2025
464,OD1464,1491.8611194416196,382.1608237039578,4,Clothing,Jeans,COD,2026-02-06 16:51:37,Customer_42,Karnataka,,2,1,2026
465,OD1465,5174.475747654719,,4,Electronics,Laptops,UPI,2026-01-16 20:01:58,Customer_46,Delhi,,1,1,2026
466,OD1466,1437.9593329287347,-27.462618689230226,3,Electronics,Phones,COD,2026-01-11 13:27:24,Customer_7,Tamil Nadu,,1,1,2026
467,OD1467,4456.328675445422,883.6959996503621,4,Clothing,T-shirts,COD,2026-01-19 22:08:22,Customer_23,Delhi,,1,1,2026
468,OD1468,1462.1735948818186,414.37873093771503,2,Furniture,Bookcases,Credit Card,2026-01-26 15:06:28,Customer_40,Uttar Pradesh,,1,1,2026
469,OD1469,4244.087613691225,655.9225210018562,3,Electronics,Accessories,UPI,2025-12-20 11:54:22,Customer_28,Gujarat,,12,4,2025
470,OD1470,5082.963527494094,1166.575498444884,5,Electronics,Laptops,,2025-12-23 15:18:22,Customer_5,Gujarat,,12,4,2025
471,OD1471,4732.5103634157285,942.410485085297,4,Clothing,Jeans,Credit Card,2026-02-04 22:40:20,Customer_17,Maharashtra,,2,1,2026
472,OD1472,6654.300408208734,-17.5761814217857,5,Electronics,Accessories,Credit Card,2025-12-17 03:00:57,Customer_34,Uttar Pradesh,,12,4,2025
473,OD1473,1357.086861740732,346.39272417606804,1,Furniture,Tables,Credit Card,2026-01-19 18:19:23,Customer_48,Uttar Pradesh,,1,1,2026
474,OD1474,3713.397203550861,678.5681664526531,3,Furniture,Tables,Credit Card,2026-01-29 00:11:05,Customer_22,Gujarat,,1,1,2026
475,OD1475,3687.993222712629,896.9542810904902,3,Clothing,Shirts,Debit Card,2026-02-10 05:12:33,Customer_36,Tamil Nadu,,2,1,2026
476,OD1476,394.1887344806315,17.411604497445545,3,Electronics,Phones,UPI,2026-01-29 19:31:59,Customer_9,Uttar Pradesh,,1,1,2026
477,OD1477,366.1202345818433,-34.100470587056414,3,Clothing,Shirts,,2025-12-31 14:44:06,Customer_37,Gujarat,,12,4,2025
478,OD1478,322.45387558833073,88.79267188613238,3,Clothing,Jeans,COD,2026-02-03 23:00:23,Customer_37,Delhi,,2,1,2026
479,OD1479,5947.803279568288,1205.5725398186462,4,Clothing,Shirts,UPI,2025-12-31 14:19:41,Customer_36,Tamil Nadu,,12,4,2025
480,OD1480,3589.1131113646215,887.8185068838964,4,Clothing,Shirts,UPI,2025-12-28 07:11:37,Customer_29,Gujarat,,12,4,2025
481,OD1481,2270.9979547683197,175.37496680050492,3,Electronics,Accessories,Credit Card,2026-01-23 20:07:45,Customer_29,Maharashtra,,1,1,2026
482,OD1482,805.6052690348564,225.31190501574005,1,Furniture,Tables,UPI,2026-01-10 19:30:20,Customer_30,Uttar Pradesh,,1,1,2026
483,OD1483,1002.8995353944802,100.43414891648204,3,Furniture,Bookcases,Debit Card,2026-01-15 03:56:39,Customer_47,Maharashtra,,1,1,2026
484,OD1484,3440.7362689893644,771.0808157079199,3,Furniture,Tables,Debit Card,2025-12-31 00:34:25,Customer_24,Gujarat,,12,4,2025
485,OD1485,2069.7296564888284,486.2764256982082,2,Furniture,Tables,,2026-01-22 12:10:59,Customer_24,Delhi,,1,1,2026
486,OD1486,3238.486192412911,761.892706199872,3,Electronics,Accessories,Credit Card,2026-01-01 16:01:49,Customer_1,Uttar Pradesh,,1,1,2026
487,OD1487,1575.8372999094315,203.3506043184238,5,Clothing,T-shirts,UPI,2026-02-08 00:52:35,Customer_14,Gujarat,,2,1,2026
488,OD1488,577.7650860887363,40.05879779355027,4,Clothing,T-shirts,,2026-01-02 20:39:41,Customer_34,Gujarat,,1,1,2026
489,OD1489,1187.1736921863103,291.09348463312847,3,Clothing,T-shirts,Credit Card,2026-02-01 15:19:06,Customer_37,Karnataka,,2,1,2026
490,OD1490,1496.1330598650438,-131.64414629490895,1,Electronics,Accessories,COD,2026-01-25 20:59:16,Customer_11,Maharashtra,,1,1,2026
491,OD1491,936.7584801879406,31.95434933728623,5,Clothing,Jeans,Debit Card,2026-02-03 00:33:57,Customer_31,Maharashtra,,2,1,2026
492,OD1492,1095.7244028384976,59.431036433204056,5,Electronics,Laptops,Credit Card,2026-02-05 04:47:33,Customer_35,Delhi,,2,1,2026
493,OD1493,409.4993745459245,30.869162809636464,2,Clothing,T-shirts,Debit Card,2026-02-04 23:10:03,Customer_33,Uttar Pradesh,,2,1,2026
494,OD1494,1670.2664557728167,,3,Electronics,Accessories,Credit Card,2026-01-01 15:54:53,Customer_1,Gujarat,,1,1,2026
495,OD1495,937.9538955361612,-14.817067915014489,5,Electronics,Phones,Credit Card,2026-02-10 09:22:07,Customer_19,Delhi,,2,1,2026
496,OD1496,2522.0798555521264,460.70886560481745,2,Furniture,Bookcases,Credit Card,2026-01-20 00:34:35,Customer_6,Tamil Nadu,,1,1,2026
497,OD1497,313.1918054021129,-9.490538323922523,3,Furniture,Tables,COD,2026-01-12 18:43:52,Customer_6,Delhi,,1,1,2026
498,OD1498,989.3733201332416,,2,Electronics,Accessories,Credit Card,2026-01-03 14:53:35,Customer_2,Karnataka,,1,1,2026
499,OD1499,1078.8513908229174,124.29347850817044,2,Electronics,Accessories,COD,2026-01-14 20:22:29,Customer_8,Maharashtra,,1,1,2026
